total_div,gcf,number_16s,genus,n_species
0.693147180559945,GCF_021117345.1,2,Microbacter,69
1.38629436111989,GCF_015277875.1,2,Microbacter,69
0.0,GCF_019443465.1,2,Microbacter,69
0.0,GCF_019443525.1,2,Microbacter,69
0.0,GCF_016805985.1,2,Microbacter,69
0.0,GCF_016919305.1,2,Microbacter,69
0.0,GCF_019464375.1,2,Microbacter,69
0.0,GCF_021172025.1,2,Microbacter,69
0.0,GCF_022637555.1,2,Microbacter,69
0.0,GCF_021398715.1,2,Microbacter,69
0.0,GCF_025583665.1,2,Microbacter,69
0.0,GCF_025758395.1,1,Microbacter,69
0.0,GCF_024362265.1,2,Microbacter,69
6.82723980332142,GCF_021582875.1,3,Microbacter,69
0.693147180559945,GCF_021582895.2,2,Microbacter,69
0.0,GCF_024498615.1,2,Microbacter,69
0.0,GCF_028198145.1,2,Microbacter,69
0.693147180559945,GCF_024971095.1,2,Microbacter,69
0.0,GCF_904831005.1,2,Microbacter,69
1.38629436111989,GCF_904066215.1,2,Microbacter,69
0.0,GCF_025836995.1,2,Microbacter,69
0.0,GCF_026559675.1,2,Microbacter,69
0.0,GCF_002754055.1,4,Porphyromonas,33
0.0,GCF_002754035.1,4,Porphyromonas,33
0.0,GCF_000010505.1,4,Porphyromonas,33
0.0,GCF_001314265.1,4,Porphyromonas,33
0.0,GCF_000007585.1,4,Porphyromonas,33
0.0,GCF_000212375.1,2,Porphyromonas,33
0.0,GCF_002754015.1,4,Porphyromonas,33
0.562335144618808,GCF_001263815.1,4,Porphyromonas,33
6.18568659080689,GCF_000270225.1,4,Porphyromonas,33
0.562335144618808,GCF_001274615.1,4,Porphyromonas,33
2.38015261441637,GCF_002753975.1,4,Porphyromonas,33
0.0,GCF_002753935.1,4,Porphyromonas,33
0.0,GCF_001444325.1,4,Porphyromonas,33
1.68700543385642,GCF_002753955.1,4,Porphyromonas,33
0.0,GCF_002754075.1,4,Porphyromonas,33
0.0,GCF_002754095.1,4,Porphyromonas,33
1.68700543385642,GCF_002754115.1,4,Porphyromonas,33
6.01578755401149,GCF_002754135.1,4,Porphyromonas,33
6.18568659080689,GCF_002892555.1,4,Porphyromonas,33
0.0,GCF_002754155.1,4,Porphyromonas,33
0.0,GCF_002892595.1,4,Porphyromonas,33
0.0,GCF_022845615.1,2,Porphyromonas,33
10.8207408610118,GCF_018127745.1,3,Porphyromonas,33
6.02225438933327,GCF_900638305.1,5,Porphyromonas,33
0.0,GCF_002892575.1,4,Porphyromonas,33
0.0,GCF_023822465.1,4,Porphyromonas,33
0.0,GCF_018141805.1,4,Porphyromonas,33
0.0,GCF_020097375.1,3,Porphyromonas,33
0.0,GCF_023822425.1,4,Porphyromonas,33
0.562335144618808,GCF_018141745.1,4,Porphyromonas,33
0.0,GCF_023822445.1,4,Porphyromonas,33
14.0583786154702,GCF_018141765.1,4,Porphyromonas,33
0.0,GCF_900476255.1,4,Porphyromonas,33
4.06735340518938,GCF_900683745.1,7,Paraprevotella,1
1.38629436111989,GCF_002763535.1,4,Prevotella,72
0.0,GCF_002763575.1,4,Prevotella,72
0.0,GCF_001548195.1,4,Prevotella,72
10.1220326031385,GCF_000025925.1,4,Prevotella,72
4.49868115695047,GCF_002763785.1,4,Prevotella,72
0.693147180559945,GCF_000144405.1,4,Prevotella,72
0.0,GCF_000242335.1,5,Prevotella,72
0.0,GCF_000261025.1,4,Prevotella,72
1.9486295057387,GCF_000193395.1,4,Prevotella,72
1.68700543385642,GCF_000163055.2,4,Prevotella,72
4.19797008421393,GCF_001262015.1,4,Prevotella,72
0.0,GCF_001444445.1,3,Prevotella,72
0.0,GCF_001953935.1,4,Prevotella,72
0.693147180559945,GCF_002208725.2,4,Prevotella,72
8.78837627625128,GCF_001953955.1,4,Prevotella,72
1.9486295057387,GCF_002355195.1,4,Prevotella,72
0.562335144618808,GCF_002763715.1,4,Prevotella,72
0.0,GCF_002763745.1,4,Prevotella,72
0.562335144618808,GCF_002763845.1,4,Prevotella,72
7.78774250626562,GCF_002763955.1,4,Prevotella,72
0.0,GCF_018127785.1,4,Prevotella,72
1.12467028923762,GCF_013267595.1,4,Prevotella,72
11.4233774458607,GCF_018127765.1,4,Prevotella,72
1.81781746979756,GCF_018127845.1,4,Prevotella,72
0.562335144618808,GCF_002763975.1,4,Prevotella,72
3.50482290365399,GCF_003265025.1,4,Prevotella,72
4.85203026391962,GCF_003515045.1,4,Prevotella,72
6.79388425296914,GCF_002849795.1,4,Prevotella,72
5.58426444533382,GCF_003609775.1,4,Prevotella,72
0.0,GCF_017347605.1,5,Prevotella,72
3.28906134931515,GCF_018127825.1,4,Prevotella,72
2.38015261441637,GCF_018127905.1,4,Prevotella,72
1.68700543385642,GCF_018127805.1,4,Prevotella,72
1.12467028923762,GCF_018127865.1,4,Prevotella,72
2.38015261441637,GCF_018127885.1,4,Prevotella,72
3.07329979497632,GCF_018127925.1,4,Prevotella,72
2.77258872223978,GCF_018127945.1,4,Prevotella,72
0.693147180559945,GCF_018127965.1,4,Prevotella,72
12.6924108044179,GCF_018127985.1,4,Prevotella,72
20.3963625287035,GCF_020735445.1,6,Prevotella,72
0.0,GCF_018128005.1,4,Prevotella,72
5.45345240939269,GCF_019930605.1,4,Prevotella,72
1.9486295057387,GCF_018128165.1,4,Prevotella,72
0.0,GCF_019551475.1,3,Prevotella,72
3.93634601233166,GCF_018128145.1,4,Prevotella,72
5.54517744447956,GCF_018128185.1,4,Prevotella,72
2.94248775903518,GCF_018128085.1,4,Prevotella,72
1.68700543385642,GCF_018128045.1,4,Prevotella,72
0.0,GCF_018128125.1,4,Prevotella,72
8.22604113163247,GCF_018128065.1,4,Prevotella,72
7.57198095192678,GCF_018128105.1,4,Prevotella,72
11.4692399634042,GCF_018128205.1,4,Prevotella,72
17.1843164446791,GCF_018389405.1,4,Prevotella,72
3.81908500976888,GCF_020735565.1,3,Prevotella,72
0.693147180559945,GCF_020735785.1,4,Prevotella,72
8.05614209483707,GCF_022024055.1,4,Prevotella,72
10.6843677477574,GCF_022024035.1,4,Prevotella,72
0.562335144618808,GCF_020735905.1,4,Prevotella,72
1.9486295057387,GCF_022024015.1,4,Prevotella,72
16.0528706387523,GCF_022024075.1,4,Prevotella,72
3.37401086771285,GCF_023204875.1,4,Prevotella,72
14.5816267592348,GCF_022024095.1,4,Prevotella,72
6.89151069633278,GCF_022024215.1,9,Prevotella,72
23.5008150714272,GCF_022024115.1,4,Prevotella,72
4.24677270204598,GCF_022024235.1,9,Prevotella,72
20.937212386837,GCF_022024175.1,4,Prevotella,72
8.78077938895615,GCF_022024195.1,9,Prevotella,72
23.5008150714272,GCF_022024135.1,4,Prevotella,72
3.81908500976888,GCF_025151385.1,3,Prevotella,72
5.3516190022134,GCF_022024255.1,9,Prevotella,72
9.38731272437956,GCF_900637655.1,5,Prevotella,72
16.8776653833593,GCF_025151535.1,5,Prevotella,72
7.63817001953775,GCF_003265305.2,3,Pseudoprevotella,1
0.0,GCF_025145645.1,2,Alistipes,18
0.0,GCF_006542745.1,2,Alistipes,18
0.0,GCF_006542665.1,2,Alistipes,18
0.0,GCF_006542645.1,2,Alistipes,18
2.77258872223978,GCF_025145845.1,2,Alistipes,18
0.0,GCF_025144995.1,2,Alistipes,18
0.0,GCF_014163495.1,2,Alistipes,18
0.0,GCF_025145285.1,2,Alistipes,18
6.93147180559945,GCF_000265365.1,2,Alistipes,18
2.07944154167984,GCF_006542705.1,2,Alistipes,18
2.07944154167984,GCF_006542725.1,2,Alistipes,18
0.693147180559945,GCF_009557455.1,2,Alistipes,18
0.0,GCF_022846055.1,2,Alistipes,18
0.0,GCF_006542685.1,2,Alistipes,18
0.0,GCF_022845675.1,2,Alistipes,18
0.0,GCF_020735725.1,2,Alistipes,18
4.85203026391962,GCF_025144665.1,2,Alistipes,18
2.54605667317925,GCF_900604385.1,3,Alistipes,18
0.0,GCF_001443605.1,3,Salinivirga,1
14.3459234953782,GCF_020091425.1,6,Parabacteroides,34
0.0,GCF_020735605.1,5,Parabacteroides,34
25.7888881995069,GCF_006149185.1,7,Parabacteroides,34
11.8933732303639,GCF_012851305.1,7,Parabacteroides,34
18.0322152578526,GCF_013267615.1,7,Parabacteroides,34
9.05288236911532,GCF_000012845.1,7,Parabacteroides,34
9.05288236911532,GCF_016888905.1,7,Parabacteroides,34
2.43875900376003,GCF_017873595.1,6,Parabacteroides,34
14.7700627550647,GCF_002257605.1,7,Parabacteroides,34
21.9359387837367,GCF_006739545.1,7,Parabacteroides,34
13.7842676409387,GCF_018292145.1,7,Parabacteroides,34
1.00838590687367,GCF_020091365.1,7,Parabacteroides,34
0.693147180559945,GCF_018289315.1,6,Parabacteroides,34
7.48375120603237,GCF_018289335.1,7,Parabacteroides,34
26.6279970741501,GCF_020091445.1,7,Parabacteroides,34
7.48003665135111,GCF_018279895.1,7,Parabacteroides,34
10.3867460781622,GCF_018288975.1,7,Parabacteroides,34
3.22314993110609,GCF_020735865.1,6,Parabacteroides,34
7.48375120603237,GCF_024759625.1,7,Parabacteroides,34
2.45884063238982,GCF_024759745.1,7,Parabacteroides,34
0.0,GCF_025151215.1,5,Parabacteroides,34
13.022292852145,GCF_024759645.1,7,Parabacteroides,34
9.05288236911532,GCF_020735945.1,7,Parabacteroides,34
10.3828033797241,GCF_024758045.1,7,Parabacteroides,34
18.6047612010008,GCF_024758245.1,7,Parabacteroides,34
2.45884063238982,GCF_024759485.1,7,Parabacteroides,34
12.1230688523781,GCF_024759425.1,7,Parabacteroides,34
26.1718414120897,GCF_024759585.1,7,Parabacteroides,34
17.0162541345416,GCF_024759285.1,7,Parabacteroides,34
8.16294475605158,GCF_024759985.1,7,Parabacteroides,34
20.3820239323455,GCF_024760285.1,7,Parabacteroides,34
0.0,GCF_900683725.1,7,Parabacteroides,34
22.2532389748839,GCF_024760045.1,7,Parabacteroides,34
1.35168362659891,GCF_025151045.1,6,Parabacteroides,34
0.0,GCF_000238215.1,2,Tannerella,4
0.0,GCF_001547855.1,2,Tannerella,4
0.0,GCF_001717525.2,2,Tannerella,4
0.0,GCF_001547875.1,2,Tannerella,4
128.575861995552,GCF_013265555.1,3,Tenuifilum,1
0.0,GCF_002356295.1,6,Labilibaculum,1
0.0,GCF_023674465.1,4,Alkaliflexus,1
11.9398500729361,GCF_002201795.1,4,Alkalitalea,1
0.0,GCF_000626635.1,2,Draconibacterium,2
0.0,GCF_010448835.1,2,Draconibacterium,2
0.0,GCF_009762775.1,2,Maribellus,1
0.0,GCF_001659705.1,1,Arachidicoccus,5
0.0,GCF_003600625.1,2,Arachidicoccus,5
0.0,GCF_007971385.1,3,Arachidicoccus,5
2.24934057847523,GCF_004337365.2,4,Arachidicoccus,5
0.0,GCF_020042345.1,3,Arachidicoccus,5
4.08369325920667,GCF_000024005.1,6,Chitinophaga,10
0.693147180559945,GCF_008086345.1,2,Chitinophaga,10
2.38015261441637,GCF_002557795.1,4,Chitinophaga,10
4.88572876442557,GCF_010093065.1,7,Chitinophaga,10
5.5392772726701,GCF_012516375.2,5,Chitinophaga,10
0.0,GCF_023100805.1,5,Chitinophaga,10
3.05325089431069,GCF_018255755.1,6,Chitinophaga,10
0.0,GCF_020386615.1,3,Chitinophaga,10
1.12467028923762,GCF_022867795.2,4,Chitinophaga,10
4.50561208866305,GCF_012516355.1,6,Chitinophaga,10
0.0,GCF_020042285.1,1,Ferruginibacter,2
0.0,GCF_020783315.1,1,Ferruginibacter,2
2.17421893762382,GCF_002355595.1,5,Filimonas,1
0.0,GCF_018595675.2,1,Flavihumibacter,2
0.0,GCF_018595685.2,1,Flavihumibacter,2
0.0,GCF_007970805.1,1,Flavisolibacter,2
0.0,GCF_001644645.1,3,Flavisolibacter,2
0.0,GCF_014168535.1,1,Lacibacter,1
0.0,GCF_001654455.1,2,Niabella,2
0.693147180559945,GCF_000243115.2,2,Niabella,2
1.90954250488444,GCF_000246855.1,3,Niastella,1
0.0,GCF_007971225.1,1,Panacibacter,1
0.0,GCF_003555545.1,2,Paraflavitalea,1
0.693147180559945,GCF_009740285.1,2,Phnomibacter,1
0.0,GCF_007970185.1,2,Pseudobacter,1
0.0,GCF_004347775.1,3,Pseudocnuella,1
0.693147180559945,GCF_025997995.1,2,Sediminibacterium,1
1.27302833658963,GCF_000265505.1,3,Bernardetia,1
0.0,GCF_001593605.1,3,Algoriphagus,5
0.0,GCF_014838715.1,3,Algoriphagus,5
7.63817001953775,GCF_019443765.1,3,Algoriphagus,5
0.0,GCF_026013705.1,3,Algoriphagus,5
0.0,GCF_027594545.1,3,Algoriphagus,5
0.562335144618808,GCF_000265405.1,4,Belliella,1
0.636514168294813,GCF_000222485.1,3,Cyclobacterium,2
0.0,GCF_001050135.1,4,Cyclobacterium,2
0.0,GCF_000325705.1,4,Echinicola,6
